pop	clust1	clust2	clust3	clust4	clust5
halfpounder	0.0399	0.5801	0.2422	0.0306	0.1072	
halfpounder	0.0274	0.3314	0.2359	0.0844	0.3210	
halfpounder	0.1003	0.2088	0.3811	0.0257	0.2840	
halfpounder	0.4593	0.1560	0.1471	0.0345	0.2030	
halfpounder	0.0359	0.2993	0.1687	0.3053	0.1907	
halfpounder	0.0175	0.0215	0.0198	0.9190	0.0222	
halfpounder	0.0821	0.4774	0.2898	0.0182	0.1325	
halfpounder	0.7974	0.0377	0.0709	0.0288	0.0653	
halfpounder	0.8068	0.0372	0.0807	0.0337	0.0416	
halfpounder	0.0479	0.0312	0.0362	0.8436	0.0411	
halfpounder	0.1278	0.2487	0.4279	0.0606	0.1351	
halfpounder	0.0910	0.1424	0.0825	0.0913	0.5928	
halfpounder	0.6734	0.1099	0.0824	0.0722	0.0622	
halfpounder	0.1754	0.0545	0.1074	0.5331	0.1296	
halfpounder	0.0271	0.1571	0.1094	0.4265	0.2798	
halfpounder	0.0314	0.0345	0.0461	0.8431	0.0448	
halfpounder	0.4642	0.0790	0.2272	0.0549	0.1747	
halfpounder	0.8171	0.0482	0.0517	0.0249	0.0581	
halfpounder	0.0608	0.3321	0.2525	0.0252	0.3294	
halfpounder	0.0282	0.5875	0.1784	0.0533	0.1526	
halfpounder	0.0376	0.4719	0.2421	0.0357	0.2127	
halfpounder	0.0631	0.1310	0.3592	0.2726	0.1741	
halfpounder	0.0316	0.0517	0.0489	0.8334	0.0344	
halfpounder	0.0251	0.3743	0.1915	0.2752	0.1339	
halfpounder	0.0451	0.0363	0.0427	0.8389	0.0370	
halfpounder	0.0299	0.0289	0.0301	0.8753	0.0358	
halfpounder	0.1330	0.3342	0.2826	0.0799	0.1704	
halfpounder	0.0560	0.0386	0.0524	0.7923	0.0607	
halfpounder	0.0586	0.0260	0.0321	0.8558	0.0275	
halfpounder	0.1354	0.2719	0.1965	0.0429	0.3534	
halfpounder	0.6521	0.0367	0.1224	0.1065	0.0824	
halfpounder	0.0441	0.0698	0.2538	0.0645	0.5678	
halfpounder	0.0804	0.0295	0.0438	0.8080	0.0383	
halfpounder	0.7329	0.0241	0.0509	0.1589	0.0332	
halfpounder	0.0499	0.1064	0.3221	0.1286	0.3930	
halfpounder	0.0230	0.0298	0.0419	0.8484	0.0569	
halfpounder	0.0612	0.1646	0.2669	0.1837	0.3236	
halfpounder	0.0454	0.1810	0.1162	0.5196	0.1377	
halfpounder	0.0540	0.0444	0.0536	0.7629	0.0850	
halfpounder	0.0563	0.4348	0.1520	0.0122	0.3447	
halfpounder	0.0292	0.0436	0.0584	0.8156	0.0532	
halfpounder	0.3060	0.1019	0.3354	0.1288	0.1280	
halfpounder	0.1061	0.2182	0.2348	0.0278	0.4131	
halfpounder	0.0961	0.1014	0.0892	0.4212	0.2922	
halfpounder	0.0411	0.6857	0.1415	0.0254	0.1064	
halfpounder	0.0923	0.0334	0.0342	0.8029	0.0372	
halfpounder	0.1799	0.1399	0.2352	0.0384	0.4067	
halfpounder	0.1026	0.4334	0.1615	0.0243	0.2781	
halfpounder	0.0840	0.5763	0.1071	0.0392	0.1935	
halfpounder	0.2270	0.0819	0.1167	0.2006	0.3738	
halfpounder	0.1241	0.0461	0.1988	0.5619	0.0691	
halfpounder	0.0753	0.2833	0.2036	0.2852	0.1525	
halfpounder	0.7728	0.0390	0.0998	0.0446	0.0438	
halfpounder	0.1086	0.2896	0.4624	0.0245	0.1149	
halfpounder	0.0478	0.2119	0.4309	0.0718	0.2375	
halfpounder	0.0459	0.0345	0.5567	0.3301	0.0328	
halfpounder	0.0256	0.0333	0.0398	0.8510	0.0503	
halfpounder	0.0242	0.0238	0.0196	0.9118	0.0206	
halfpounder	0.0897	0.1622	0.1554	0.3796	0.2130	
halfpounder	0.1603	0.2671	0.3889	0.0772	0.1064	
halfpounder	0.1372	0.2567	0.4411	0.0782	0.0867	
halfpounder	0.0513	0.0601	0.1097	0.0397	0.7392	
halfpounder	0.0170	0.0275	0.0319	0.8829	0.0407	
halfpounder	0.5716	0.1542	0.1184	0.0354	0.1204	
halfpounder	0.0798	0.5654	0.1082	0.0363	0.2103	
halfpounder	0.0980	0.1833	0.4996	0.0565	0.1626	
halfpounder	0.2492	0.0965	0.0947	0.3828	0.1768	
halfpounder	0.1726	0.1050	0.1414	0.5041	0.0769	
halfpounder	0.1743	0.0842	0.1303	0.4570	0.1542	
halfpounder	0.0629	0.4285	0.2188	0.0467	0.2430	
halfpounder	0.0708	0.0838	0.5647	0.0889	0.1919	
halfpounder	0.0352	0.0977	0.4358	0.0248	0.4065	
halfpounder	0.4078	0.1291	0.3539	0.0451	0.0642	
halfpounder	0.0491	0.1067	0.0498	0.7295	0.0649	
halfpounder	0.0140	0.0190	0.0163	0.9286	0.0221	
halfpounder	0.0420	0.0312	0.0400	0.8581	0.0287	
halfpounder	0.2642	0.0705	0.3364	0.1472	0.1818	
halfpounder	0.0521	0.0300	0.0341	0.8502	0.0336	
halfpounder	0.0585	0.0713	0.0943	0.7314	0.0445	
halfpounder	0.8150	0.0348	0.0669	0.0437	0.0397	
halfpounder	0.0188	0.6251	0.1070	0.1832	0.0658	
halfpounder	0.4763	0.1601	0.2289	0.0338	0.1008	
halfpounder	0.1088	0.2245	0.2056	0.0343	0.4269	
halfpounder	0.5666	0.1019	0.0881	0.0412	0.2022	
halfpounder	0.0568	0.0385	0.0347	0.8257	0.0443	
halfpounder	0.8017	0.0299	0.0435	0.0817	0.0432	
halfpounder	0.3604	0.0605	0.1645	0.0672	0.3474	
halfpounder	0.0209	0.0313	0.0495	0.8609	0.0374	
halfpounder	0.0494	0.4680	0.2772	0.0427	0.1628	
halfpounder	0.3803	0.1038	0.2483	0.1062	0.1613	
halfpounder	0.5925	0.0643	0.1117	0.0911	0.1405	
halfpounder	0.0511	0.0964	0.1458	0.4123	0.2945	
halfpounder	0.0983	0.1422	0.1971	0.2306	0.3319	
halfpounder	0.0165	0.0185	0.0180	0.9256	0.0214	
halfpounder	0.2410	0.1250	0.1345	0.2683	0.2312	
halfpounder	0.0537	0.0493	0.1071	0.7300	0.0599	
halfpounder	0.1413	0.1465	0.1784	0.0622	0.4717	
